gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,1,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,59.77451551967839,59.77451551967839,Yes
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.71213978708536,81.82429911090021,Yes
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.64458605385235,330.6095059501224,Yes
Male,0,No,No,21,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),96.31366619546495,2030.8329407941362,Yes
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.81808190290302,835.0164219236681,Yes
Female,0,Yes,Yes,1,No,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.473554352559006,30.473554352559006,Yes
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),85.32202292702934,472.233931218912,Yes
Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.2213191150058,2227.8088190499398,Yes
Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.85478596486267,5123.4990950631645,Yes
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.40034792342696,94.40034792342696,Yes
Female,0,No,No,19,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9183796348716,1732.8036693834445,Yes
Female,0,Yes,No,29,No,No phone service,DSL,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,61.37302851173685,1630.2349331532582,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.11157482505487,80.11157482505487,Yes
Female,0,Yes,Yes,4,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,53.80381955128852,237.22354035340993,Yes
Male,0,Yes,No,21,No,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,No,Mailed check,42.01590123047877,879.8171666024857,Yes
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.74343455910942,229.50093792012723,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.84662444617949,70.84662444617949,Yes
Female,0,No,No,16,Yes,No phone service,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),64.11540146267848,1044.0940081429796,Yes
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,83.46811663219196,183.3829952352316,Yes
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.696878988050678,19.696878988050678,Yes
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.82640884909225,69.82640884909225,Yes
Female,0,No,No,13,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),23.57709650141283,300.5276717481795,Yes
Male,0,No,No,39,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,57.0959253715771,2143.736716586299,Yes
Female,0,No,No,12,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Electronic check,82.94890329061147,977.8615070254943,Yes
Female,0,No,No,11,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.23984109257005,927.1968284709465,Yes
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.9590063974696,68.9590063974696,Yes
Female,0,No,No,2,Yes,No,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,72.78057116514042,189.12931777256534,Yes
Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.90749063330396,657.1229044469221,Yes
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.47194995895347,1147.904981111408,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,77.15206153288632,151.01295886093294,Yes
Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,87.3593269767718,1905.938701452882,Yes
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.95865898513645,144.34023446929825,Yes
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,83.0660464610733,621.1272719611643,Yes
Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.95740708623465,24.95740708623465,Yes
Female,0,No,No,17,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),95.94477563277928,1701.1275690343352,Yes
Female,0,No,No,25,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.86501785127501,2368.130598763825,Yes
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.84188116258532,154.88473556146516,Yes
Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Electronic check,48.35964601646348,180.28908554640918,Yes
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),85.46698254526716,425.8742026683768,Yes
Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.60581556407499,497.78485274134147,Yes
Female,0,No,No,3,No,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,32.96519982174399,137.5114066414612,Yes
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,78.21973575939641,330.31676954704074,Yes
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.57556390937953,50.57556390937953,Yes
Female,1,No,No,29,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.97871994440256,2901.544189351838,Yes
Female,0,No,No,15,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.437266395353,1425.1988147322445,Yes
Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.49590963317124,6426.809132427079,Yes
Female,0,Yes,No,32,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.67107226050021,3205.991521286605,Yes
Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,94.2705490421774,2725.3019541916733,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.56828321237984,85.56828321237984,Yes
Female,0,No,No,47,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.2493172756245,4820.292452762641,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.05984048248541,151.6594694863812,Yes
Male,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.080162247177224,25.080162247177224,Yes
Female,0,No,No,22,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,89.71559624043094,1997.449848247803,Yes
Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.39984948721286,4683.592442920474,Yes
Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,105.75617783024991,6426.470329146695,Yes
Male,1,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.33614640978543,5571.357600287669,Yes
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,100.71699511561951,819.4701970693717,Yes
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.13835127448125,609.1865711045504,Yes
Female,0,No,No,44,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),83.98842403345496,3855.856777983775,Yes
Male,0,No,No,18,Yes,No phone service,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),54.591162272793625,938.7292735869985,Yes
Male,0,No,No,3,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Electronic check,91.3363486421899,257.7837876540144,Yes
Male,0,Yes,No,54,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),47.118851281986835,2562.601426526765,Yes
Female,0,No,No,15,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,97.59504718992747,1581.4129107062515,Yes
Female,0,No,No,35,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),66.13434984746006,2345.9475489176284,Yes
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,78.20661441651872,2134.8804517934773,Yes
Female,1,No,No,17,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,88.89404907746342,1497.5191245288386,Yes
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.116960073515454,25.116960073515454,Yes
Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),85.0594291330521,2564.858001654511,Yes
Female,1,No,No,32,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,95.51010271095323,3181.8206380364754,Yes
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.68858661943067,69.68858661943067,Yes
Female,0,No,No,5,No,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Credit card (automatic),27.78801162654338,132.0754329706485,Yes
Female,0,No,No,2,No,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,45.248520618598796,85.49301403227209,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Electronic check,82.46971630885554,183.12132109744618,Yes
Female,0,No,No,11,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,98.27169540761636,1059.3629848878702,Yes
Female,0,No,No,46,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),83.39089660767573,3703.764470761614,Yes
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.63448096435584,69.63448096435584,Yes
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,91.63499933705673,289.3951348006773,Yes
Female,1,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.70786833508862,4419.782852062274,Yes
Male,0,No,No,53,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),96.09172563881964,5083.7009882028315,Yes
Female,0,No,No,2,No,No phone service,DSL,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),41.01906456077876,75.81338333468223,Yes
Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.6056365479339,319.5221883526822,Yes
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),92.19263366985524,2468.3308056586766,Yes
Male,0,No,No,55,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),102.3813088168497,5642.037581855392,Yes
Male,0,Yes,Yes,62,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.191828082276,4658.065646114922,Yes
Female,0,No,No,14,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),88.13708927801113,1260.6791154953385,Yes
Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),91.35905891498945,1097.9104525942187,Yes
Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,85.75807237237677,3026.8917203373726,Yes
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,92.8999453703728,576.1115610487882,Yes
Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),97.84027999126648,979.1590614684783,Yes
Female,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.35227964142193,606.7719756892324,Yes
Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.85511568797435,7544.0172558565455,Yes
Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,103.46510394399422,6218.371754088287,Yes
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,100.78803259984194,1747.6154658331802,Yes
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.41426980233615,294.82791862139646,Yes
Female,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.28051161061124,610.1875569091725,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.4717522201389,144.09598552125422,Yes
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.20590030222545,180.77278975347443,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,79.78793031024408,146.92408722069442,Yes
Female,0,No,No,15,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.39701609337162,1190.6353359086804,Yes
Female,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.50524200117403,3536.189129646401,Yes
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.87366306304884,238.28277332030123,Yes
Female,1,Yes,No,40,Yes,No,Fiber optic,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),100.39833656962438,4073.0980797463953,Yes
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.832591139896827,20.832591139896827,Yes
Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),89.73651394304325,2172.1981683357194,Yes
Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.592463949662097,20.592463949662097,Yes
Female,0,No,No,13,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),23.39142632540315,300.3710824431111,Yes
Female,0,No,No,29,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),69.28095134760835,1971.4753109445874,Yes
Female,0,No,No,40,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,55.43062674138359,2129.3968941267267,Yes
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.26110287213561,69.26110287213561,Yes
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.99545667543228,93.99545667543228,Yes
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),110.63323808173959,7493.874266798952,Yes
Male,0,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.986857644548614,43.986857644548614,Yes
Female,0,No,No,13,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.08297810802095,1242.3671819123413,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.15635593882312,54.15635593882312,Yes
Female,0,No,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.39411093853622,89.24075815416363,Yes
Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.62825001443803,50.62825001443803,Yes
Female,0,Yes,No,3,No,No phone service,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,30.31334028618351,95.65721148246583,Yes
Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),88.67047424913414,4254.747781570027,Yes
Female,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.31684922920056,1047.4806758296177,Yes
Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),103.37114871010861,4133.579157545483,Yes
Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),34.606932184615104,288.25903655382257,Yes
Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),96.27903948358879,5124.133912718468,Yes
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.540412724515,5009.650558935858,Yes
Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.61038241690227,4540.855316988085,Yes
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),79.6629950854211,377.607783238421,Yes
Female,0,Yes,No,23,No,No,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),41.10322172914295,933.378582799811,Yes
Female,0,No,No,3,No,No phone service,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,No,Electronic check,33.69398504495351,138.55432342639898,Yes
Female,0,No,No,21,Yes,No phone service,DSL,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),92.50632387984405,1973.5268918350193,Yes
Female,0,No,No,4,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,93.5494759047203,362.081987801036,Yes
Male,0,No,No,10,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.28444316992136,789.0648871022138,Yes
Male,0,No,No,7,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Credit card (automatic),76.9662500590212,632.7992769989601,Yes
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.69248307486149,24.69248307486149,Yes
Female,0,No,No,14,No,No phone service,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,46.85853081803465,669.8913055249857,Yes
Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,72.12301034248554,327.4623293132415,Yes
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.60651084283153,713.1644963857228,Yes
Female,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.74678837284756,322.3881850752203,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes
Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.4013541273006,2655.8581623720597,Yes
Female,0,No,No,11,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.81223540701468,1120.9353725678359,Yes
Female,0,No,No,37,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,59.63066327840522,2138.4891028890306,Yes
Male,0,No,No,4,Yes,No,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,75.30593569212378,299.56870497215596,Yes
Female,0,No,No,63,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.40085384659773,6136.048996005959,Yes
Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.3339941775713,798.7859879072635,Yes
Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.79042914067605,5919.687318105287,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.74177982255466,133.8121422939586,Yes
Male,0,No,No,68,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.29191916799162,7299.342306781219,Yes
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.82414843642592,79.82414843642592,Yes
Female,0,No,No,7,Yes,No,DSL,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),70.29362454883756,450.89779473953485,Yes
Male,0,No,No,3,No,No,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,40.640408177919994,129.6446355354819,Yes
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.11632303334027,25.11632303334027,Yes
Male,0,No,No,17,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),87.50625719847798,1453.5153485546152,Yes
Male,0,No,No,9,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.507458811487425,407.19444835935764,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.64894232273534,70.64894232273534,Yes
Female,0,Yes,No,4,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.075586094349983,100.2889445281368,Yes
Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),104.30347341084605,5122.089076273684,Yes
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,85.77863019696902,271.88372691514155,Yes
Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.95235886390952,1428.2603896126604,Yes
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),80.97464245789816,461.9464562853868,Yes
Female,0,Yes,No,12,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,40.68122036213588,483.5453111390777,Yes
Female,1,No,No,25,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.39025779395905,2182.7370826445945,Yes
Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,54.1990136055897,54.1990136055897,Yes
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),99.45855016250084,4217.381063950774,Yes
Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),90.24597512372672,2174.727374539415,Yes
Female,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.929287181397473,24.929287181397473,Yes
Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),77.12398515876473,439.70889941543214,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.46155583766807,85.46155583766807,Yes
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),83.33472590740476,789.9291682460306,Yes
Female,0,No,No,15,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),72.66306794374266,1145.9822736668002,Yes
Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,80.94717416271331,2226.9569067019575,Yes
Female,0,No,No,12,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,89.7743355275127,1095.4234284965055,Yes
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.09711907081218,70.09711907081218,Yes
Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),50.04088892931214,50.04088892931214,Yes
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.44851664516638,69.44851664516638,Yes
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),80.41700996859163,713.2276633438028,Yes
Female,0,Yes,No,21,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,71.7459232663524,1462.6358055722596,Yes
